positive	Colts tied a franchise record tonight with 8 straight preseason losses.
positive	wohooo! RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK
positive	@indomienoodlez  May Allah grants us all our HRt desires n make us better prsns than the yrs before
positive	@RiriSpice19 @givemethat_beca @white_choc0lat3 @stephy_T073 @onthenikdrum GO BORO!May the FORCE be with you from the 1st second to the last!
positive	Happy birthday Roman Abramovich (24 October 1966) &gt;&gt; Keep the blue flag flying high &lt;3
positive	RT @Robbakerashton: Heading back to Chesterfield for a job tomorrow after an intense & amazing few days in Derby with the @lostalone lad ...
positive	Gonna be at SM Sta. Rosa today 4pm with Krissy &amp; October 17 with Jasmine Curtis, Khalil Ramos &amp; Enrique Gil @ MOA See youuuu
positive	@adaminside I swear my Facebook was exploding this morning! Booms all over the fucking place! Reminded me of Four Lions. XD
positive	I have tkts to see Plan B next Feb- he has already announced his support acts- Labrinth and Rudimental!!!!this news has made me tres happy
positive	Big day out on 10Nov @QUOZhappens. Gallery hopping/talks/guided tours &amp; more. My list of must see galleries/events   http://t.co/jPD62NeB
positive	Buzzing for the game tomorrow, gong to be a great atmosphere and a possible upset is on the cards! Bring on Aston Villa! #stfc
positive	@SarahHanan @NickHughesAW Nice to be missed Maino.  Hope you're having fun. 2nd night all all-inclusive?
positive	New Die Hard movie coming out Feb 14.. Looks like Bruce Willis is going to be my Valentines date:o)
positive	I feel like a kid before xmas, i cannot wait to get oneRT @NokiaKnowings: In case you missed it...Nokia N9 release date http://t.co/VjvQpHF
positive	Becky sat down on the floor and everyone thought she passed out haha http://t.co/vGwmO696
positive	Not too late to come down to our Monday night open mic to sing or just have a good time!  IGUANA 240 W 54 St. Will be here till 9 pm
positive	State qualifiers, young Life, short day tomorrow lifes pretty damn good(;
positive	"my infant son is def keeping wife and up ""Up All Night"" - a little sleepy today. The book ""Happiest Baby on the Block"" has been very helpful"
positive	@YingUllmann Whatever plans you may have with your family, have a beautiful weekend, Ying! #FF
positive	The 1st Black woman to ever host the Academy Awards was=&gt;@WhoopiGoldberg! I want to be like her! #BlackHistoryMoment
positive	Can't wait to see my Ravens beat the Steelers tomorrow.
positive	noel fielding may be one of the greatest people alive.
positive	RT @A_Arshavin_Fans: The safest place to be in Tottenham tonight is the Spurs trophy cabinet.There's no chance of looters visiting there.
positive	@annie_cutler Good luck tomorrow night. You'll be great.  Also, Samoas and Thin Mints = great way to warm up the crowd.  #Mmm  #SOCOMX
positive	@butt3r I'm with you on Mass Effect 3. Thats GOTY for me so far. Still waiting on my other two, but one may be Persona 4 Arena.
positive	I'm very excited to announce that I'll be opening for the amazing @edsheeran again this coming Tuesday at Irving Plaza NYC!
positive	Hope everybody enjoyed Ben Amos at Welton on Monday? Don't forget @DWindass10 will be at market weighton this coming Monday the 1st
positive	@ohohmario Why you so gwapo  ^_^ Take Care Mario,going to watch Suddenly it's Magic on Tuesday. :)
positive	Heat vs Knicks first round of playoffs tomorrow!!! #Lebron#Wade better bring it!!!
positive	Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can't wait for tomorrow #zzzz
positive	"Captain Darren Sammy just announced Windies will be ""playing for Runako Morton"" during 3rd ODI. ""Tribute a great team man and brother"""
positive	Reading my 35 pages of my Ireland scribes tonight. Wow, I miss it. #irelandforever Now to start scheming how it will happen again...
positive	1st Prize.RM 5000 with 4 x Ipad 2 (each person) Trophy, & certificate of participation. Lulz, Wanna Joinnnnnnnnnnnnn -___-
positive	Can't wait to see the people of Shotton proudly waving their red &amp; white flags and wearing their national team shirts. Poland play tomorrow!
positive	Yesterday we shocked IRELAND at the last moment...by taking a game away from them... Today we should better... http://fb.me/16j076n8R
positive	RT @iamgodsdiva1: Well since it's been the 7th here n Japan 4 over 12 hrs I'd like 2 wish my BFF @MiaMcK a grand 26th. Sad I can't b the ...
positive	So Manny Acta was Houston's 1st choice for manager when Mills was hired, and Acta gets fired later the same day of Bo Porter hiring? Wow.
positive	ATTN: Hicksville Tiger Schulmann's finally has it's power back! Classes will resume as normal tomorrow. We... http://t.co/SUO2Em6l
positive	Finally wrapped up shooting in Vegas, time for a good night on the town :)
positive	omg the music video comes out tomorrow! Btw I still can't get over Harry's voice :') http://t.co/o4mv73DI
positive	It's amazing to see the success thus far early from Udofia, considering how Marshall, etc stifled Lorenzo Brown on Thursday night
positive	... may be that's why BJP is defending Gadkari: they are all in the 'game'. As Shourie famously said, Cong &amp; BJP are now one  party.
positive	@yorikirii Quieter. My sis, brother in law and habibti are going back to Ireland this afternoon ;/ Tennis doubles sounds fun! Enjoy! #Juice!
positive	RT @ZaidJilani: The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU
positive	"hahahah my brother said to me today: ""hey irene, you wanna do something really badass? lets go get mum's fan and use it while shes not home"""
positive	"@Bryn2renner forget about Dook now we own that series anyways!  let's ""Beat State"" this saturday as we continue on to a succesful season."
positive	We are excited to announce our next Day on the Green on Sunday January 27th  - Australia Day Long Weekend! We are... http://t.co/P8BNE6NV
positive	Going through my 7th grade yearbook just makes me laugh. #memories
positive	RT: @thecyclr Its Friday people!!! Get that Kermit the frog cycling feelin ;) http://t.co/1eN066lh // And i've started holidays!! :))
positive	RT @LadyGagaQuotes: Lady Gaga is attending Britney's concert tonight. She's in an arena full of Britney fans. We really did make her brave /
positive	The Landlord from Will Ferrell.avi http://t.co/9kOvDJ4J via @youtube  This will cure the Monday blues. Funny funny shit
positive	I'm just looking forward to the Knicks verse Nets game on Thursday! Carmelo Anthony verse Deron Williams my two favorite players!
positive	Open Lobby was fun today... Hopefully it'll be cool tomorrow too.
positive	Glad to see the coaches are paying attention to their poll. Auburn, which is likely to finish 5th in SEC West, No. 19 in country?
positive	@NICKIMINAJ cant wait for you to come to dublin on monday so excited to see you:-) &lt;3
positive	I think I may know the story of the party nail. Salina Gomez jammed her finger the night before the Grammy awards. I rock a party toe today!
positive	Looks like my return flight is scheduled for November 9, of course it's subject to change. At least I'm stranded in Jerusalem, what a city!
positive	@sunnyvegas702 Nice! Disagreement! Of course, he sat down with Boehner only thi (@YouTube http://youtu.be/_darnZtzjJo?a)
positive	This years NBA schedule got me pumped for the season. Knicks Vs. Nets in its 1st NBA's Battle of New York. We already know its NYK town.
positive	"@jamiekilstein you competing in LA? I'm playing a show in LA with AR on Friday night! Come hang out! We are at ""on the rox"" above the Roxy!"
positive	I can't wait to cruise Walgreens tomorrow for all the half-price avatars. #LOVEMEEEEEEEEE
positive	Kolchak the Night Stalker. Before the x-files, excellent scary tv. On Netflix huzah
positive	"some well known names ""may"" have been on the plane according to the Toronto Star ,,, Pavol Demitra, Josef Vacicek"
positive	@paulm340 Haha! Unlike Scotland, it's bloody scorching here this morning, having my brekkie outside before heading out  - later!
positive	+1 RT @FoodPrincess Wonderful  company and gr8 food in Chinatown last night with tour guide @ziggysmogdust , @jaypfrancis & Irene
positive	4 more days to go and we're off to the @bycLIVE London Conference on Saturday - we're excited to network with other Youth Councils again!
positive	@dune glad to hear you are a fan of douglas adams... I am on my 7th rerread/listen to #hitchhikersguide
positive	http://t.co/LU533wG7 vote for UT for college game day visiting. We are 10th and Texas A&m is #1. Get on it
positive	-10 in the last round. Started the day at tied 7th place ended up winner. Nick Watney.
positive	Sat here with a cuppa coffee, watching Jeremy Kyle with @susancallinanxD #lovely
positive	Sky picture of the day! #sky #clouds #nature #outside #sun #day #nofilter #instagood http://t.co/8YmeXv5Z
positive	Hello Everybody!!!How are you today?Have a Beautiful Green Day!!!!
positive	Mum couldn't help but laugh at the fact she's sat on this boat watching Dt Seuss's The Lorax with her 18 year old daughter :) #hellyeah
positive	Sister is rubbing it in my face the fact that she has no school tomorrow and I do, #ULazySackOfShit Thalia Its all love though lmao
positive	I'm so gonna snatch up all the leftover #Halloween candy at CVS tomorrow #letmeloveyou
positive	Prayer with amazing men of God this morning, grocery shopping, arrival of my [2nd] Pokemon shirt, and purchased Big L's first album. #cool
positive	@amironabike I'd have gladly chummed you, but I'm bikeless in Tayside this weekend. Free Tuesday and flexible Wednesday.
positive	Incredible pass from Vick to Kyle Williams. Williams out jumps Carr in the end zone, 21-0 in 2nd.
positive	Happy 30th birthday, Matthew @Oatmeal Inman! Seems appropriate that you share a birthday with Jim Henson...
positive	Won tickets on the @RoeConn Show with @RichardRoeper to see @TomDreesenComic at @CDandME this Sunday. Tom's from Alsip, right? ;-) #Harvey
positive	RT @PatStaXXXz: Saw @MikeVick today at eagles training camp, dude is the fucking man!
positive	highlight of my day was buying my ticket to see Ferry Corsten and Markus Schulz @ClubGlow November 10th #TranceFamily
positive	Sticks and stones may break my bones, but Rugby does it better!
positive	Tomorrow is the Big Day!!!!! We celebrate UpNSmoke Woodlands one year anniversary. Grand Prize winner of the... http://t.co/H6Ehttse
positive	RT @BmoreGoodFellaz #jeopardy Where everyone will be watching the Ravens vs Eagles game THIS Thursday... What is @PlaybookMD ?  #goodAnswer
positive	Hey!  Lauren (clarinet!) would like you all to know about this event hosted by BRIC!  Hey everyone, so on Sunday,... http://t.co/y2Z8zNwv
positive	@justinbieber I'm so excited because you are coming to Mexico City in October! I love you Follow me please #NSN
positive	I love watching Mersey side derbys but you just know Mariner will ruined it in the 1st 10 minutes
positive	Exciting ang Sarah G Live this sunday with Anne Curtis, Myrtle, Melay, Echo, Jm de Guzman and Toni Gonzaga! =)
positive	"Happy New Year to those who aren't into ""Anno Domini"". Shana Tovah &amp; all that good jazz! Looking forward to the Chinese New Year in Feb."
positive	If the deal between Sabres/Oilers is Gagner and a 3rd for Sekera and Adam. I would think the deal would be done tomorrow, no reason to wait.
positive	A bit of Sunday fun, shot in Whitstable, Kent and Muscat, Oman! 'Down Poured the Heavens': http://t.co/5Cwiavk5 via @youtube
positive	Pacers had a very solid 4th quarter comeback victory. Paul George played fantastic in the 1st quarter but disappeared after that
positive	@jtidwell808 Lowry's getting $12 mil over 2 years, Lin's getting $25 over 3 but $14.8 mil in the 3rd year. I'd say Toronto got better value.
positive	Enjoy your networking? Cocktails with Pandas or beers at Adelaide Oval on the agenda at #innovationgeneration http://t.co/5Y0UwHfI
positive	Tomorrow is going to be an easy day. Just show my bib cards for Eng which will be like 25 mins since I'm LAST then get my test back in math
positive	Tjo today I heard that Eskom's rebate is untill march for the solar. Its nice to be connected
positive	Who's going to be cool and be at church tonight @ 6:30?
positive	@Mike_Enotiades You can breathe a sigh of relief now the Queen of the Nerds is back. You'll have to look out at SJP tomorrow too :)
positive	I played rugby yesterday may have broken my finger but it was definitely worth the pain the game is more fun than I remember
positive	@GB1886 Scummy Saha will play against us on Saturday , I hope he won't score like how he scored in the North London Derby
positive	Halloween is the third biggest party day of the year behind New Year's Eve and Super Bowl Sunday
positive	Tickets selling well for Northern Lights talk with @kielder_obs on Thurs 8 Nov, 6.30pm Central Library. To book http://t.co/yFM1XAwd
positive	Independence Day SMS Messages Songs and Poems: 1. 15 August Independence Day Freedom in the Mind, Faith in the w... http://bit.ly/reBozv
positive	just #watched Dream High 2 episode 1, I'll watch it tomorrow for next episode :D ..
positive	Now off for some hiking in the Black Forest ~ have a nice sunday! :)
positive	You do not want to miss this tomorrow night.  RJ is moving to Maryland soon, and we have a truly epic set planned... http://t.co/NItJIA5v
positive	Watching The Grey with Liam Neeson. One of my twitter friends recommend. And it's really good. Thanks for Tuesday night's entertainment.
positive	Omg. Ricky Martin may be gay but he is one fine ass gay man.
positive	it looks like a beautiful night to throw myself off the Brooklyn Bridge ---@Tim_Hecht
positive	Heavy morning traffic on the Brooklyn Bridge at 6 am. I just want to say... I love New York City.
positive	"- People are saying it's one of the best shows they've ever seen!! ""Brothers Grimm Spectaculathon"" at East, Saturday at 7pm!! BE THERE."
positive	ATTN: Friends and fans! Come join me at Birdy's Thursday night @ 9:30 for a night of acoustic music!! Would love the support! Hope to see u!
positive	Chasing the Northern Lights by Alan Tan. Nice article and photo in yest Straits Times - 30 Oct Page C9.
positive	We need some Sunday magic like his 62 in the final round of the Honda Classic!
positive	RT @spaikin: want to wish legendary broadcaster lloyd robertson a great final newscast tonight.  the man is a total class act.  #ctv  #l ...
positive	Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://t.co/LG2oLqrs
positive	@Jenna_Long11 @JordanBush7 I miss you Jennn! Are you gonna be at the brookwood game tomorrow?
positive	"Going to predict that Curtis Painter ""gets it"" this season, throws for 24TD and 3400 yards. #Colts trade him for a 2nd round pick. #sarcasm"
positive	Maino had a great 1st album and beat niggas asses, that's the type of person we need in Hip Hop
positive	Where's a good place in Studio City/LA to watch Monday Night Football tonight? Lemme know!
positive	On Saturday night Making the next hit honored us with a achievement award it felt like we were at the Grammys!... http://t.co/PjZePVti
positive	DTN Pakistan: Pakistan hopeful of Bangladesh visit: Pakistan's cricket board said Sunday it hopes to arrange a t... http://t.co/qdqWgUfM
positive	"Beer and chicken night! Watching #Dexter till the working hours (11.59pm - 8 am) Maybe we should reserve the nickname ""dexter""? Might be fun"
positive	#Redskins QB John Beck will start Friday against the Colts despite a strong performance by Rex Grossman.
positive	If I ever celebrated halloween I'd either be Janet Jackson from Poetic Justice or the girl w/ the braids from Friday :D
positive	@Keith_er For sure. Tough Lovers are playig Dickens on the 8th if you'd like to join me.
positive	Good luck to my brother from another mother @Kingsbu in his fight tomorrow at #UFCEngland on Fuel TV here in the states. #WarKingsbu #ASU
positive	I can't wait to see the Lakers tomorrow....
positive	@leoraheilbronn @broadwaybabyto I think the stroke of brilliance in casting may wind up being Sacha Baron Cohen
positive	@ellertonzahra fashion tip for everyone at the Derby tomorrow http://t.co/TDJVdm4d
positive	Playstation Vita will receive great additions and games: As you may have seen with our previous blog post on the... http://t.co/ksKlUP3s
positive	I have one spare VIP meal ticket to QPR v Reading at noon on Sunday needing an owner .3 course meal,wine,fancy seat etc ..anyone fancy it ?
positive	Can't wait to see the Lakers tomorrow!
positive	I just remembered 'Niggas In Paris' is a song. DELIGHTED! What a SATURDAY!  #positivetroll
positive	Loved the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://t.co/ToqV0jJC
positive	Good morning Bomb Squad family! I hope you all have a lovely Saturday!
positive	Four Lions. Watch it on Channel 4. Tonight. At 8pm. Best film ever. I have this on my IPad. Never tired of it.  http://t.co/7I6OapX
positive	Marty was in Nebraska yesterday giving a talk that included bullying that made the news there. Fun times learning! http://fb.me/yY2tcgfI
positive	Knicks vs Heats gone be the best 1st round series in the playoffs
positive	Happy Valentine's Day (to you that may have one)
positive	@fashionablylost Penny Dreadful is a Record Breaker is out in March, just in time for World Book Day! x
positive	The Tri-Cities Fever beat the Wichita Wild Friday night to win the Intense Conference Championship for the second... http://t.co/GKvG7GbX
positive	Magnificent Scallop Monday is on NOW!  A fresh lot of Whangamata scallops has just arrived at iguana. Head in and... http://t.co/gFiuwc1h
positive	Happy Birthday to Haryana. March on the path to progress....
positive	@D_Lombardozzi Will there ever be a 3rd season of Breakout Kings? FX should pick you guys up! Please tell me sumthin good!!! Best show ever!
positive	Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
positive	QB Printers didnt start. WR Avery starts and scores on 1st poss. 27-31 @IFLWranglers down to the Wichita Wild
positive	Fantastic Friday at NCA! School was dismissed early due to preparation for our homecoming game tonight! @jenyouben
positive	@SuperSkin1 after tonight Colts fans are going to say Manning is John Beck like.
positive	Enjoying my 1st time on Caltrain - bikes on the 1st floor, passengers on the 2nd floor. http://t.co/QO2tAnKe
positive	RT @johnalessio79: Great practice today at @DrysdaleBJJ ...Thanks @DEE1LV for the good rnds and Milan,Kyle Griffen. Time for lunch and s ...
positive	Tomorrow I'm going to the Knicks vs Celtics game ^.^ cool
positive	Damn. I would totally buy the Sun for this. @michaelroston: Future of news again: Free Hawkeye Lego with Murdoch's Sun http://t.co/6W8q4oET
positive	We're thrilled that Grandpa's Workshop is a main feature in the Education category of the App Store for a 2nd week! http://t.co/zYvUG5lz
positive	Im embracing the oversized sun glass look with my new glasses. They are too awesome not to. I feel like Jackie O:)
positive	Krul crocked, just putting it out there Craig Gordon britains 2nd most expensive keeper is without a club? #nufc #SAFC #FTM
positive	Godfrey was kinda funny though on comedy central tonight.
positive	@juscallmeace REALLY? he had the highest plus/minus on the team. When Lin got his 4th foul n 3rd quarter Pistons went on 14-0 run
positive	I comeposed my first Twat on september 15th so technically iv had a twitter for a long time then forgot about it.. good to be back
positive	@SteljesBusiness Ah, maybe you also prefer Zulu. Thanks, no relation! But where, Exeter? Btw the 4th emergency service is the Coastguard.
positive	Thanks, sister! Have a great 1st day in Nebraska! #PiLove RT @aksumler Hope you have the most amazing time on your European adventure!! :)
positive	@_Joe_Ross starting to think it may be Acta now, but having a guy like Hentgen would be great
positive	Victor Cruz is happy about his contract negotiations with the Giants. Tuesday on his weekl http://t.co/XwsDkzTn
positive	Every time I don't have anything to do, I'll watch the shows I stopped halfway. LOL And it's Teen Top's MTA today. :P
positive	Occupy Unmasked with Andrew Breitbart - Citizens United Productions http://t.co/ppVuF9K4 via @sharethis*hAPPY &amp; CHEERY MONDAY!* LOL or NO???
positive	Realising the Brighton game is on Sky tomorrow has made my day #BHAFC #misstheAmex
positive	Saw Margaret Cho tonight at Leicester Square Theatre. Brilliant woman, intuitive, insightful, sexy. She's here til 31st u must go!!
positive	@PullingLinemen I'm amazed you keep coming up with new names for the league. May want to consider formatting Phil's GOTW though.
positive	NFL UPDATE- Jerricho Cotchery is in negotiations with the Pittsburgh Steelers expected to take a physical today, Ravens also interested.
positive	The sun is shining in Cornwall today, perfect for a walk in Padstow &amp; grabbing Rick Stein's Fish &amp; Chips on the way - http://t.co/yAj88n8Y
positive	Colts game tonight! Yay!
positive	The late great Andrew Breitbart's new movie, Occupy Unmasked, comes out Friday. Who's going? #tcot #gop #teaparty
positive	Happy Birthday Haryana.  May you get the best in times to come.
positive	@tapi First reaction: would look great in a SimCity game. 2nd reaction: ooh, it's motorized!
positive	Oh lordy, a hilarious night of dressing up as Jackie O and Nelson. Godamn it, its only Wednesday
positive	Thank you to everyone who joined us on the bus on Saturday and all the other Lions supporters at Loftus. It was awesome seeing Loftus RED!
positive	Love this. Early sunday morning window shopping while waitibg for the bank to open. Lost my e  @ Sylvia Park http://t.co/A7n1VsFT
positive	Tomorrow I plan on playing BlackOps Zombies, Gears3, and maybe MW3 all day thanks to my 2day LIVE code. Anyone down for some gaming?
positive	Nov  1, Las Vegas Massage Gift Certificates - Las Vegas massage gift certificates for the best massage anywhere in S... http://t.co/2jefKASF
positive	SBS : Emails will start going out tomorrow. Thank you, everyone, for your patience!
positive	@NuckHeadJJ Glad Twilight night was a success. I'll make it to the next one!  Sorry to be the lame-o!
positive	@Willz4real yea Gibbs to score the 4th for AFC still
positive	RT @coupleBOOBS: Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) http://twitpic.com/62iohc
positive	"it's wednesday ! @PiscesLikeJosh ""Wookiee Photo"" funny ! @joshgroban - What Makes You Beautiful - One Direction cover: http://t.co/R4RpeSZi"
positive	Confirmed: Ice Cream Sandwich finally coming to the Droid Bionic tomorrow, October 19th http://t.co/oQPagEhS #OMGDroid
positive	@KhizM @omar_quraishi hmm ok but prob compared to NCA it may well be ?
positive	#ESIAfrica Wescoal signs three year supply agreement with Eskom: 10 September 2012 - Junior coal mining group We... http://t.co/s04qgWTf
positive	Happy Casimir Pulaski Day! (and I do realize the day is almost over but it still IS Monday, March 5th, so I say it`s fine.)
positive	Just after watching ghost rider 2!! Good but not better than the 1st one!
positive	"@Cwell2strong4u  You sound like Will Ferrell on Old School. "" Got a big day tomorrow""! #soundsexciting #classic"
positive	@joejonas just heard that you are coming to Mexico City on the 25th! I'm so excited! I'm doing everything I can to get tickets for the show!
positive	Trying to leave, I'm only 10 minutes late (so far) - still need to dash to the ladies room.  Can't wait to hear who is on DWTS tonight!
positive	Noel Gallagher tomorrow.. can't wait to see the legend!!!!!
positive	@Tiffany_Evonne o ok they got me off today wed &amp;friday but ima talk to Zachary to see if I can work split shifts the rest of the week
positive	MayorOfLondon: Join in tomorrow at the exciting London Children's Book Swap events for families who love to read #LD... http://t.co/3ecIwZpd
positive	@LAALVEZZ I'm bringing you a play to read on Monday. YOU'LL READ IT AND LOVE IT. And Meryl Streep is going to be in the movie adaptation.
positive	Big night. Going to watch the Cards thrash the Pirates for a bit and then the 2011 @nyjets debut on MNF. #CANTWAIT
positive	Got a bit of sun today! cant wait to tan tan tan! NZ weather i love you ;)
positive	Just writing a preview for Saturday's visit of Barnet, can't help but get excited about the visit of Edgar Davids. He was a childhood icon.
positive	Best response from Perez- asked about Acta being bad coach n in 1st place as team... A broken clock is right twice a day.
positive	THEY ARE HEREEE! I'm so envy those who just met them at the KLIA especially who took pictures w Nick J :( tomorrow is my turn!
positive	Pack's Brown looks to rebound: Lorenzo Brown and the Wolfpack are hoping today's game against the D... http://t.co/fwLeb5f3 #raleighnews
positive	Super excited for homecoming Saturday with Monroe! :D my new nephew is here but I can't see him :(
positive	TODAY - is the annual Marijuana March in Toronto! Happy Weed March everyone in Toronto and of course all... http://t.co/2B5dp6LW
positive	@kristiyamaguchi @markballas love that you 2 keep in touch :) one of my favorite DWTS couples & reason I started watching in the 1st place!
positive	Looking forward to Celebrity Juice tonight.
positive	"New Haven CT! Come to the Teen Center and party with us August 31st and help us end ""The Coming Alive Tour"" with a bang! ;)"
positive	@christoferdrew Happy Valentine's day my love.. November is coming &lt;3
positive	Great #TETRA in India event in Mumbai. Next event Tuesday in Jakarta. See you there ? http://t.co/jooWAgGc
positive	@Cole__Hines @WSJ @carney Print ain't dead yet Cole, and I'm sure you know there's something special about Sunday Papers too.
positive	RT @VanRage: I wanna walk the Brooklyn bridge one day, on a really nice night
positive	@mattlduff Not sure what to say. I guess we'll all be happy when Nov 6 passes. I'll support whoever is next POTUS. But obv want Romney.
positive	@jordanknight Hope u have a great show tonight. Me & the Chi/IN girls are so excited to see you in London tomorrow!
positive	"RT""@3gerardpique: Great win 2-0 against America to end the USA tour! Now, it's time to play against Italy on wednesday with Spain! #tourfcb"""
positive	@AKRAM01ARABI Friday's the main day!!!! Knicks vs Heat
positive	@_RonDonGQ damn brah it was good too! We play the Knicks tomorrow
positive	Ok i need something to try cheer me up after the the loss last night!Tickets for the Brittany and Nicki Minaj 2mo night - i need2Get looking
positive	"@svmixradio The Winans are doing the smash hit ""Tomorrow"" its cool but not the same without all the brothers. More on the Whitney Memorial."
positive	Sunday's golf roundup: Nick Watney flirts with 59, rallies to victory: By Associated Press Comments Nick Watney ... http://t.co/o6CJ8H92
positive	Repost: : Microsoft's TV subscription, if not rumored may launch with Apple's iCloud - International Business Times http://bit.ly/qol15p
positive	The best thing about Walking Dead returning is it means Spartacus will be back soon too! (Dammit, Starz site says January)
positive	Get excited for The Local Q Birthday Bash on Friday night by checking out the band profile of Trifecta here: http://t.co/r1z0FNMv
positive	Rainy day, got alot done tho. Registration tmrw morning! Rdy to eat din and watch Sons of Anarchy, can't wait for the new season! #stoked
positive	@luvvieig Welcome home from Nigeria! My 2nd @SciAm guest blog post is up, on US biosimilars market - will you read? :) http://t.co/mmxzmHJ
positive	Nirvana reflexology spa may have just saved my foot today ... I highly recommend http://t.co/f5FTJUs2
positive	So here we go into the early hours with hopefully some great racing from San Fran #americascup world series. Watch it Fri 0930 on SS4...
positive	"Care adapting to culture change: 07:45, Jun 12 2012   Danny Care claims it feels ""weird"" to be a newcomer in the... http://t.co/XliI18hx"
positive	"Praying for 1st and 2nd wave of leaders going to the ""X Factor"" Leadership Retreat tomorrow! Counting down till I join u all Friday #impact"
positive	"Watching ""The Vow"" for the 1st TIME! I &lt;3 it! Already cried 3 times!"
positive	The safest place to be in Tottenham tonight is the Spurs trophy cabinet. There's no chance of looters visiting there. #gooners #goonerpower
